gen_tokens,mode,step_idx,median_ms,p95_ms,std_ms
128,fp16_eager,117,34.351027,36.070762,1.132732
128,fp16_eager,118,35.026108,38.5689,1.918266
128,fp16_eager,119,34.782174,34.982009,0.374891
128,fp16_eager,120,35.224323,38.251821,1.675284
128,fp16_eager,121,33.90934,34.944016,0.594308
128,fp16_eager,122,35.103565,35.619204,0.803043
128,fp16_eager,123,34.388578,34.623901,0.358867
128,fp16_eager,124,34.981945,35.688448,0.546471
128,fp16_eager,125,34.220409,36.129288,1.046128
128,fp16_eager,126,35.763974,37.056661,1.008129
128,fp16_eager,127,34.403203,35.110992,0.558693
128,fp16_static_compiled_attn_only,1,41.387568,48.169431,3.71431
128,fp16_static_compiled_attn_only,2,37.159937,43.93043,3.397906
128,fp16_static_compiled_attn_only,3,37.615751,38.353475,0.454061
128,fp16_static_compiled_attn_only,4,37.335355,42.77075,2.766131
128,fp16_static_compiled_attn_only,5,36.431045,41.011687,2.089165
128,fp16_static_compiled_attn_only,6,37.431421,39.102272,1.30648
128,fp16_static_compiled_attn_only,7,36.638342,37.608157,0.716631
128,fp16_static_compiled_attn_only,8,36.82605,37.233091,0.609305
128,fp16_static_compiled_attn_only,9,37.587615,41.600693,2.059366
128,fp16_static_compiled_attn_only,10,38.204693,39.567568,1.065524
128,fp16_static_compiled_attn_only,11,38.78279,40.967972,2.051873
128,fp16_static_compiled_attn_only,12,38.980759,41.351095,1.76614
128,fp16_static_compiled_attn_only,13,37.43061,41.098651,2.309131
128,fp16_static_compiled_attn_only,14,38.870921,39.461276,1.282756
128,fp16_static_compiled_attn_only,15,37.542176,38.748966,1.152616
128,fp16_static_compiled_attn_only,16,38.443792,38.722758,0.947852
128,fp16_static_compiled_attn_only,17,37.124573,38.935098,1.115453
128,fp16_static_compiled_attn_only,18,37.778902,38.187788,0.982822
128,fp16_static_compiled_attn_only,19,37.376678,38.813465,1.287571
128,fp16_static_compiled_attn_only,20,37.641792,38.339141,0.61157
128,fp16_static_compiled_attn_only,21,38.199146,41.212666,2.170257
128,fp16_static_compiled_attn_only,22,37.369224,39.174764,1.010872
128,fp16_static_compiled_attn_only,23,36.994878,37.839439,0.680926
128,fp16_static_compiled_attn_only,24,37.259761,38.374526,0.722973
128,fp16_static_compiled_attn_only,25,36.701774,37.327241,0.343941
128,fp16_static_compiled_attn_only,26,37.590243,38.511111,0.819825
128,fp16_static_compiled_attn_only,27,37.454981,40.50124,1.546906
128,fp16_static_compiled_attn_only,28,37.619715,39.217016,0.864088
128,fp16_static_compiled_attn_only,29,36.724147,39.783402,1.5053
128,fp16_static_compiled_attn_only,30,37.005673,40.897162,1.915136
128,fp16_static_compiled_attn_only,31,36.745103,40.058423,1.538977
128,fp16_static_compiled_attn_only,32,38.126202,39.201748,0.879976
128,fp16_static_compiled_attn_only,33,37.111381,38.460984,1.063646
128,fp16_static_compiled_attn_only,34,38.078678,40.696814,1.320918
128,fp16_static_compiled_attn_only,35,37.898441,47.199849,4.436145
128,fp16_static_compiled_attn_only,36,37.680815,41.369545,2.000979
128,fp16_static_compiled_attn_only,37,37.23507,41.942512,2.47284
128,fp16_static_compiled_attn_only,38,38.671933,39.293453,1.380324
128,fp16_static_compiled_attn_only,39,36.622511,39.141103,1.496198
128,fp16_static_compiled_attn_only,40,36.92187,38.838373,1.123984
128,fp16_static_compiled_attn_only,41,37.287332,43.167544,2.896227
128,fp16_static_compiled_attn_only,42,37.956225,41.252362,2.164135
128,fp16_static_compiled_attn_only,43,37.860853,39.983617,1.502823
128,fp16_static_compiled_attn_only,44,37.327889,40.341952,1.496626
128,fp16_static_compiled_attn_only,45,38.603019,40.432143,0.973209
128,fp16_static_compiled_attn_only,46,37.464453,43.271731,3.022403
128,fp16_static_compiled_attn_only,47,37.669048,40.084961,1.542269
128,fp16_static_compiled_attn_only,48,38.169011,38.938923,0.772231
128,fp16_static_compiled_attn_only,49,36.859054,39.631772,1.566781
128,fp16_static_compiled_attn_only,50,36.847239,40.812518,2.088959
128,fp16_static_compiled_attn_only,51,37.430015,44.800633,3.587799
128,fp16_static_compiled_attn_only,52,36.47597,41.5299,2.367592
128,fp16_static_compiled_attn_only,53,37.576756,41.576645,2.174396
128,fp16_static_compiled_attn_only,54,37.455479,39.539746,1.001436
128,fp16_static_compiled_attn_only,55,37.248102,38.178166,1.151546
128,fp16_static_compiled_attn_only,56,37.391437,37.872738,0.791079
128,fp16_static_compiled_attn_only,57,37.765932,38.206972,0.940698
128,fp16_static_compiled_attn_only,58,36.835649,41.45356,2.278
128,fp16_static_compiled_attn_only,59,37.588382,38.054994,0.689318
128,fp16_static_compiled_attn_only,60,36.845239,38.962916,1.125843
128,fp16_static_compiled_attn_only,61,37.106625,37.204602,0.230002
128,fp16_static_compiled_attn_only,62,36.508783,37.735616,0.66615
128,fp16_static_compiled_attn_only,63,38.036216,38.714878,0.620277
128,fp16_static_compiled_attn_only,64,37.36523,38.280413,0.630482
128,fp16_static_compiled_attn_only,65,37.848414,38.042118,0.38601
128,fp16_static_compiled_attn_only,66,38.192659,38.814593,1.218622
128,fp16_static_compiled_attn_only,67,37.469307,37.873448,0.715536
128,fp16_static_compiled_attn_only,68,36.790621,39.628353,1.440099
128,fp16_static_compiled_attn_only,69,36.852056,37.633148,0.752607
128,fp16_static_compiled_attn_only,70,36.840772,38.753028,1.026583
128,fp16_static_compiled_attn_only,71,37.232605,38.010543,0.60459
128,fp16_static_compiled_attn_only,72,36.515769,37.897619,0.812929
128,fp16_static_compiled_attn_only,73,37.596917,39.865754,1.221985
128,fp16_static_compiled_attn_only,74,36.754479,39.641974,1.636115
128,fp16_static_compiled_attn_only,75,36.888077,38.362187,0.844463
128,fp16_static_compiled_attn_only,76,37.470289,39.341349,0.931894
128,fp16_static_compiled_attn_only,77,37.394004,38.556334,0.879756
128,fp16_static_compiled_attn_only,78,38.799763,39.049338,0.942945
128,fp16_static_compiled_attn_only,79,37.156512,37.790708,0.620708
128,fp16_static_compiled_attn_only,80,36.683019,38.788141,1.005709
128,fp16_static_compiled_attn_only,81,37.642863,38.587331,1.061404
128,fp16_static_compiled_attn_only,82,37.911279,42.194975,2.430368
128,fp16_static_compiled_attn_only,83,37.162959,39.544227,1.438064
128,fp16_static_compiled_attn_only,84,37.141249,40.331274,1.863688
128,fp16_static_compiled_attn_only,85,37.516867,38.783853,1.083133
128,fp16_static_compiled_attn_only,86,37.038775,39.04253,1.034261
128,fp16_static_compiled_attn_only,87,37.600348,40.988781,1.723874
128,fp16_static_compiled_attn_only,88,38.882258,42.401065,1.911613
128,fp16_static_compiled_attn_only,89,37.669032,41.199231,2.047871
128,fp16_static_compiled_attn_only,90,37.912088,38.245015,0.579116
128,fp16_static_compiled_attn_only,91,37.721425,38.108578,0.945519
128,fp16_static_compiled_attn_only,92,37.114138,38.974557,1.291667
128,fp16_static_compiled_attn_only,93,37.520648,38.758033,0.934557
128,fp16_static_compiled_attn_only,94,37.007491,39.065018,1.098763
128,fp16_static_compiled_attn_only,95,36.804509,39.065416,1.140227
128,fp16_static_compiled_attn_only,96,37.841046,39.432019,1.247837
128,fp16_static_compiled_attn_only,97,36.522901,38.464212,1.124673
128,fp16_static_compiled_attn_only,98,37.678579,38.548753,0.860827
128,fp16_static_compiled_attn_only,99,36.697369,41.63416,2.23517
128,fp16_static_compiled_attn_only,100,36.785929,42.427115,2.858858
128,fp16_static_compiled_attn_only,101,36.806606,37.605515,0.424798
128,fp16_static_compiled_attn_only,102,36.682437,39.076899,1.251665
128,fp16_static_compiled_attn_only,103,38.059055,38.923073,0.89014
128,fp16_static_compiled_attn_only,104,36.093738,38.54607,1.144856
128,fp16_static_compiled_attn_only,105,37.384781,41.658648,2.28138
128,fp16_static_compiled_attn_only,106,38.561822,43.138638,2.58233
128,fp16_static_compiled_attn_only,107,37.410789,38.739372,0.701718
128,fp16_static_compiled_attn_only,108,37.56196,37.97324,0.819901
128,fp16_static_compiled_attn_only,109,37.805457,39.210096,1.184423
128,fp16_static_compiled_attn_only,110,42.063056,46.417274,3.248369
128,fp16_static_compiled_attn_only,111,38.908588,41.924579,1.79041
128,fp16_static_compiled_attn_only,112,37.368386,38.360669,0.960246
128,fp16_static_compiled_attn_only,113,37.337651,38.854825,0.85762
128,fp16_static_compiled_attn_only,114,37.615774,40.37674,1.920016
128,fp16_static_compiled_attn_only,115,38.314771,40.733829,1.736734
128,fp16_static_compiled_attn_only,116,37.469492,39.063532,1.350315
128,fp16_static_compiled_attn_only,117,37.665139,39.645234,1.029489
128,fp16_static_compiled_attn_only,118,36.896896,38.50555,1.275603
128,fp16_static_compiled_attn_only,119,38.28354,40.979482,1.614664
128,fp16_static_compiled_attn_only,120,37.032881,42.478241,2.867671
128,fp16_static_compiled_attn_only,121,38.40672,41.146241,1.564365
128,fp16_static_compiled_attn_only,122,39.558069,41.664687,1.942148
128,fp16_static_compiled_attn_only,123,37.861456,42.78668,2.33678
128,fp16_static_compiled_attn_only,124,36.968224,41.729322,2.358788
128,fp16_static_compiled_attn_only,125,41.591213,44.682671,2.831535
128,fp16_static_compiled_attn_only,126,38.472899,39.500854,0.755404
128,fp16_static_compiled_attn_only,127,37.902518,40.019338,1.045275
128,fp16_static_compiled_attn_only_deltanet,1,39.796198,41.275377,1.106359
128,fp16_static_compiled_attn_only_deltanet,2,34.414934,39.317456,2.512237
128,fp16_static_compiled_attn_only_deltanet,3,33.831165,34.764733,0.706429
128,fp16_static_compiled_attn_only_deltanet,4,34.592659,36.206135,1.01296
128,fp16_static_compiled_attn_only_deltanet,5,34.773844,39.808228,2.621622
128,fp16_static_compiled_attn_only_deltanet,6,34.444565,35.331694,0.583563
128,fp16_static_compiled_attn_only_deltanet,7,35.027248,36.949811,1.020448
128,fp16_static_compiled_attn_only_deltanet,8,34.447008,40.933446,3.449162
128,fp16_static_compiled_attn_only_deltanet,9,34.603083,34.825582,0.241711
128,fp16_static_compiled_attn_only_deltanet,10,35.163013,36.570617,1.411793
128,fp16_static_compiled_attn_only_deltanet,11,35.087253,37.413702,1.426767
128,fp16_static_compiled_attn_only_deltanet,12,34.970458,36.182503,0.699489
128,fp16_static_compiled_attn_only_deltanet,13,35.310991,40.905903,2.855982
128,fp16_static_compiled_attn_only_deltanet,14,35.230818,35.961988,0.823672
128,fp16_static_compiled_attn_only_deltanet,15,35.44362,37.767159,1.502801
128,fp16_static_compiled_attn_only_deltanet,16,36.801965,37.84496,1.597814
128,fp16_static_compiled_attn_only_deltanet,17,35.135731,36.417601,0.694594
128,fp16_static_compiled_attn_only_deltanet,18,37.756333,39.61256,2.108404
128,fp16_static_compiled_attn_only_deltanet,19,34.982909,35.975396,0.6924
128,fp16_static_compiled_attn_only_deltanet,20,34.068707,36.152153,1.301887
128,fp16_static_compiled_attn_only_deltanet,21,33.715876,35.412682,1.03461
128,fp16_static_compiled_attn_only_deltanet,22,35.328918,35.849898,1.215752
128,fp16_static_compiled_attn_only_deltanet,23,33.975842,36.474146,1.241426
128,fp16_static_compiled_attn_only_deltanet,24,34.093606,36.413075,1.298623
128,fp16_static_compiled_attn_only_deltanet,25,34.893279,35.454603,0.449213
128,fp16_static_compiled_attn_only_deltanet,26,34.201963,36.904389,1.328522
128,fp16_static_compiled_attn_only_deltanet,27,34.560056,36.960369,1.441769
128,fp16_static_compiled_attn_only_deltanet,28,34.885905,36.402869,0.947364
128,fp16_static_compiled_attn_only_deltanet,29,35.913835,38.076103,1.608014
128,fp16_static_compiled_attn_only_deltanet,30,34.23204,38.897914,2.224685
128,fp16_static_compiled_attn_only_deltanet,31,35.235785,36.914266,1.328789
128,fp16_static_compiled_attn_only_deltanet,32,34.563263,36.935781,1.426307
128,fp16_static_compiled_attn_only_deltanet,33,35.997571,36.742998,0.696829
128,fp16_static_compiled_attn_only_deltanet,34,37.282897,39.763707,1.747062
128,fp16_static_compiled_attn_only_deltanet,35,34.436954,34.775971,0.475626
128,fp16_static_compiled_attn_only_deltanet,36,34.134737,36.241387,1.197852
128,fp16_static_compiled_attn_only_deltanet,37,35.066828,35.4651,0.819652
128,fp16_static_compiled_attn_only_deltanet,38,34.481077,35.345393,1.075095
128,fp16_static_compiled_attn_only_deltanet,39,34.552755,37.109625,1.507481
128,fp16_static_compiled_attn_only_deltanet,40,35.712631,36.936556,0.924111
128,fp16_static_compiled_attn_only_deltanet,41,35.212444,35.667613,0.837445
128,fp16_static_compiled_attn_only_deltanet,42,35.308121,39.668387,2.339581
128,fp16_static_compiled_attn_only_deltanet,43,34.752908,36.379246,0.849912
128,fp16_static_compiled_attn_only_deltanet,44,34.390459,35.452155,0.63864
128,fp16_static_compiled_attn_only_deltanet,45,33.854462,34.390631,0.380065
128,fp16_static_compiled_attn_only_deltanet,46,35.302206,35.643304,0.749484
128,fp16_static_compiled_attn_only_deltanet,47,34.223017,36.026684,0.942269
128,fp16_static_compiled_attn_only_deltanet,48,34.533056,35.663932,0.946824
128,fp16_static_compiled_attn_only_deltanet,49,34.08725,34.790509,0.587349
128,fp16_static_compiled_attn_only_deltanet,50,34.428237,35.233206,0.421286
128,fp16_static_compiled_attn_only_deltanet,51,34.091237,34.943857,0.647486
128,fp16_static_compiled_attn_only_deltanet,52,35.361318,36.526482,1.254127
128,fp16_static_compiled_attn_only_deltanet,53,35.228797,36.197894,1.101468
128,fp16_static_compiled_attn_only_deltanet,54,34.423529,38.494161,2.118135
128,fp16_static_compiled_attn_only_deltanet,55,35.550053,37.042286,1.290401
128,fp16_static_compiled_attn_only_deltanet,56,35.986716,38.407513,1.43621
128,fp16_static_compiled_attn_only_deltanet,57,35.801488,37.212308,0.842532
128,fp16_static_compiled_attn_only_deltanet,58,34.842594,40.07863,2.753708
128,fp16_static_compiled_attn_only_deltanet,59,34.90902,35.305328,0.414646
128,fp16_static_compiled_attn_only_deltanet,60,34.149665,34.596609,0.607554
128,fp16_static_compiled_attn_only_deltanet,61,34.201252,38.995331,2.326339
128,fp16_static_compiled_attn_only_deltanet,62,34.60026,38.677457,2.150796
128,fp16_static_compiled_attn_only_deltanet,63,35.399855,36.556722,0.760193
128,fp16_static_compiled_attn_only_deltanet,64,34.244373,36.466789,1.08049
128,fp16_static_compiled_attn_only_deltanet,65,34.595776,36.6841,1.256851
128,fp16_static_compiled_attn_only_deltanet,66,34.457643,35.783033,1.006099
128,fp16_static_compiled_attn_only_deltanet,67,35.385046,37.524157,1.326718
128,fp16_static_compiled_attn_only_deltanet,68,35.610507,44.030391,4.232161
128,fp16_static_compiled_attn_only_deltanet,69,34.972587,37.692617,1.73988
128,fp16_static_compiled_attn_only_deltanet,70,33.668187,35.180704,1.001371
128,fp16_static_compiled_attn_only_deltanet,71,34.52881,35.309672,0.560742
128,fp16_static_compiled_attn_only_deltanet,72,34.566297,35.473827,0.453922
128,fp16_static_compiled_attn_only_deltanet,73,34.736466,38.87472,2.023326
128,fp16_static_compiled_attn_only_deltanet,74,34.690538,37.159341,1.422152
128,fp16_static_compiled_attn_only_deltanet,75,36.792192,37.319261,1.438975
128,fp16_static_compiled_attn_only_deltanet,76,35.04756,35.988075,1.094311
128,fp16_static_compiled_attn_only_deltanet,77,34.532626,35.13575,0.579706
128,fp16_static_compiled_attn_only_deltanet,78,35.101214,36.02069,0.942982
128,fp16_static_compiled_attn_only_deltanet,79,35.520954,35.730159,0.658844
128,fp16_static_compiled_attn_only_deltanet,80,33.924184,34.167301,0.201689
128,fp16_static_compiled_attn_only_deltanet,81,35.080414,36.092604,0.933365
128,fp16_static_compiled_attn_only_deltanet,82,34.749077,36.113106,0.677774
128,fp16_static_compiled_attn_only_deltanet,83,35.557258,39.804442,2.421943
128,fp16_static_compiled_attn_only_deltanet,84,35.399792,36.886073,0.946771
128,fp16_static_compiled_attn_only_deltanet,85,34.337211,35.896371,0.813437
128,fp16_static_compiled_attn_only_deltanet,86,34.254703,35.582724,0.697969
128,fp16_static_compiled_attn_only_deltanet,87,34.320453,37.833971,1.905875
128,fp16_static_compiled_attn_only_deltanet,88,35.072771,37.576926,1.559584
128,fp16_static_compiled_attn_only_deltanet,89,34.907827,35.38461,0.586332
128,fp16_static_compiled_attn_only_deltanet,90,34.518662,36.142894,1.082293
128,fp16_static_compiled_attn_only_deltanet,91,34.144194,37.328393,1.53822
128,fp16_static_compiled_attn_only_deltanet,92,34.375757,35.116881,0.474595
128,fp16_static_compiled_attn_only_deltanet,93,34.554181,34.761978,0.413895
128,fp16_static_compiled_attn_only_deltanet,94,34.216355,34.619081,0.35648
128,fp16_static_compiled_attn_only_deltanet,95,35.00097,36.275085,0.691082
128,fp16_static_compiled_attn_only_deltanet,96,34.400592,34.840672,0.409588
128,fp16_static_compiled_attn_only_deltanet,97,35.879634,37.069009,1.280352
128,fp16_static_compiled_attn_only_deltanet,98,34.54899,37.484699,1.740145
128,fp16_static_compiled_attn_only_deltanet,99,35.458452,37.616922,1.656272
128,fp16_static_compiled_attn_only_deltanet,100,34.771508,37.896221,1.755301
128,fp16_static_compiled_attn_only_deltanet,101,33.87257,38.057573,2.087253
128,fp16_static_compiled_attn_only_deltanet,102,36.141913,36.998762,0.956399
128,fp16_static_compiled_attn_only_deltanet,103,34.468137,38.196468,1.957482
128,fp16_static_compiled_attn_only_deltanet,104,34.456388,35.239153,0.46022
128,fp16_static_compiled_attn_only_deltanet,105,34.227235,34.984217,0.459047
128,fp16_static_compiled_attn_only_deltanet,106,34.04686,34.774584,0.496677
128,fp16_static_compiled_attn_only_deltanet,107,34.082477,34.895227,0.606496
128,fp16_static_compiled_attn_only_deltanet,108,33.962322,35.101665,0.724402
128,fp16_static_compiled_attn_only_deltanet,109,34.089013,34.254929,0.11357
128,fp16_static_compiled_attn_only_deltanet,110,34.315349,40.178915,2.666084
128,fp16_static_compiled_attn_only_deltanet,111,34.804045,36.370743,1.301178
128,fp16_static_compiled_attn_only_deltanet,112,34.791036,38.841963,2.094612
128,fp16_static_compiled_attn_only_deltanet,113,34.242956,37.150023,1.454727
128,fp16_static_compiled_attn_only_deltanet,114,34.551494,36.402755,1.137139
128,fp16_static_compiled_attn_only_deltanet,115,34.144048,34.897057,0.46903
128,fp16_static_compiled_attn_only_deltanet,116,35.180015,36.85513,1.170882
128,fp16_static_compiled_attn_only_deltanet,117,34.563758,40.884365,3.102462
128,fp16_static_compiled_attn_only_deltanet,118,34.189465,47.380744,6.713326
128,fp16_static_compiled_attn_only_deltanet,119,34.355101,36.332183,1.1344
128,fp16_static_compiled_attn_only_deltanet,120,34.451653,39.505074,2.511427
128,fp16_static_compiled_attn_only_deltanet,121,35.458993,40.391017,2.683321
128,fp16_static_compiled_attn_only_deltanet,122,34.148864,35.118304,0.640527
128,fp16_static_compiled_attn_only_deltanet,123,34.0408,34.254001,0.18708
128,fp16_static_compiled_attn_only_deltanet,124,35.022678,35.971597,0.789891
128,fp16_static_compiled_attn_only_deltanet,125,34.135066,34.836161,0.390345
128,fp16_static_compiled_attn_only_deltanet,126,34.900597,35.971421,0.831956
128,fp16_static_compiled_attn_only_deltanet,127,35.14661,35.712076,0.643118
256,fp16_eager,1,37.808044,41.931713,2.832899
256,fp16_eager,2,37.516495,42.426951,2.949999
256,fp16_eager,3,37.642615,54.286557,8.606302
256,fp16_eager,4,37.705767,47.603248,5.198139
256,fp16_eager,5,37.038688,45.055709,4.075443
256,fp16_eager,6,39.278631,46.932511,3.934537
256,fp16_eager,7,38.087523,41.252355,2.837413
256,fp16_eager,8,38.073763,39.888667,1.768086
256,fp16_eager,9,36.4776,39.577391,1.917675
256,fp16_eager,10,38.257511,41.942051,3.065255
256,fp16_eager,11,37.824946,40.916309,2.588895
256,fp16_eager,12,38.269764,46.731113,5.025922
256,fp16_eager,13,37.651251,43.57841,3.388618
256,fp16_eager,14,40.004409,46.064398,3.97598
256,fp16_eager,15,39.73588,44.110805,3.851737
256,fp16_eager,16,38.136204,49.948186,6.73137
256,fp16_eager,17,39.132615,51.749446,6.880146
256,fp16_eager,18,37.780392,44.391223,3.556166
256,fp16_eager,19,38.677206,50.090471,5.99901
256,fp16_eager,20,37.473629,45.449098,4.258929
256,fp16_eager,21,37.094294,44.473519,3.676479
256,fp16_eager,22,38.76493,42.788294,3.093715
256,fp16_eager,23,37.488774,44.484543,3.986695
256,fp16_eager,24,38.823776,43.534005,2.798563
256,fp16_eager,25,37.675576,43.19415,3.192185
256,fp16_eager,26,36.674107,46.568889,5.021937
256,fp16_eager,27,40.191564,50.352456,6.880354
256,fp16_eager,28,36.592085,39.778603,2.222826
256,fp16_eager,29,38.962237,41.510459,2.465895
256,fp16_eager,30,38.564394,48.871524,5.387479
256,fp16_eager,31,39.368172,41.519149,2.677095
256,fp16_eager,32,37.185916,38.964983,1.84528
256,fp16_eager,33,38.228719,41.898544,2.863512
256,fp16_eager,34,37.32847,44.114963,3.777735
256,fp16_eager,35,38.331547,43.787701,3.51953
256,fp16_eager,36,40.59359,41.14411,2.490891
256,fp16_eager,37,37.656056,39.965635,1.874527
256,fp16_eager,38,38.822957,40.444148,2.452186
256,fp16_eager,39,38.968451,43.411706,3.006848
256,fp16_eager,40,38.058167,40.498092,2.326996
256,fp16_eager,41,39.323006,41.924574,2.508412
256,fp16_eager,42,38.183424,42.606191,2.912277
256,fp16_eager,43,36.771023,40.302373,1.786307
256,fp16_eager,44,39.862116,51.282852,6.221166
256,fp16_eager,45,37.873972,40.896059,2.13378
256,fp16_eager,46,37.834178,45.142131,3.670493
256,fp16_eager,47,39.022094,48.630701,5.28165
256,fp16_eager,48,38.417347,41.323165,1.993137
256,fp16_eager,49,39.745962,44.626092,3.394785
256,fp16_eager,50,40.684551,49.887381,5.887527
256,fp16_eager,51,43.559542,44.752523,3.887678
256,fp16_eager,52,39.022631,42.83694,2.546578
256,fp16_eager,53,37.975151,40.132225,1.730281
256,fp16_eager,54,38.095008,43.062217,3.03324
256,fp16_eager,55,39.288998,40.33408,1.975702
256,fp16_eager,56,37.597741,41.162272,2.045742
256,fp16_eager,57,39.612408,40.532611,1.144413
256,fp16_eager,58,37.254802,40.704892,1.661842
256,fp16_eager,59,38.086103,42.641548,2.421014
256,fp16_eager,60,38.670169,42.03147,2.391125
256,fp16_eager,61,37.807621,39.239554,1.796719
256,fp16_eager,62,38.525522,41.45229,2.555117
256,fp16_eager,63,37.550808,45.309864,4.36135
256,fp16_eager,64,38.594281,40.480139,1.50986
256,fp16_eager,65,37.650948,40.327995,1.433987
256,fp16_eager,66,38.068262,41.039285,1.937249
256,fp16_eager,67,37.503931,40.710982,2.190825
256,fp16_eager,68,37.912182,38.853434,1.404821
256,fp16_eager,69,38.595085,41.795725,2.582257
256,fp16_eager,70,37.42293,45.844414,4.412891
256,fp16_eager,71,37.673462,41.597117,2.251461
256,fp16_eager,72,38.28215,45.234621,3.921356
256,fp16_eager,73,39.149721,42.269532,2.886666
256,fp16_eager,74,37.563134,40.197357,2.011657
256,fp16_eager,75,38.115589,39.128971,1.493357
256,fp16_eager,76,38.481138,41.773595,2.515468
256,fp16_eager,77,39.720198,44.412435,3.658772
256,fp16_eager,78,40.371477,43.247466,3.099431
256,fp16_eager,79,38.639253,40.925432,2.64541
256,fp16_eager,80,38.298602,39.84067,0.85979
256,fp16_eager,81,38.750399,40.708439,2.618393
256,fp16_eager,82,38.817537,40.944213,2.179866
256,fp16_eager,83,37.706014,39.189728,1.615479
256,fp16_eager,84,38.128063,42.379243,3.076391
256,fp16_eager,85,37.999488,40.331007,2.024479
256,fp16_eager,86,37.19044,44.386385,3.766112
256,fp16_eager,87,37.848356,42.865074,3.196601
256,fp16_eager,88,38.067308,39.999176,1.567157
256,fp16_eager,89,37.10017,43.612076,3.442254
256,fp16_eager,90,37.845666,41.849941,2.877287
256,fp16_eager,91,37.098734,44.932377,4.052031
256,fp16_eager,92,37.655187,43.172505,3.308875
256,fp16_eager,93,40.159243,42.520435,1.790869
256,fp16_eager,94,37.912243,41.699447,2.452038
256,fp16_eager,95,39.038573,45.022586,4.142592
256,fp16_eager,96,39.049565,46.770429,4.86661
256,fp16_eager,97,40.821212,42.931493,3.425417
256,fp16_eager,98,38.763171,45.531265,3.675351
256,fp16_eager,99,37.200605,42.181475,3.176377
256,fp16_eager,100,38.495783,42.280654,2.87101
256,fp16_eager,101,39.819025,42.038043,2.942659
256,fp16_eager,102,38.552207,42.353913,3.079945
256,fp16_eager,103,40.490904,42.834545,1.606813
256,fp16_eager,104,38.716788,43.198514,3.272319
256,fp16_eager,105,39.296114,41.031854,2.168118
256,fp16_eager,106,37.651602,39.102446,1.451922
256,fp16_eager,107,43.441924,45.735372,4.108016
256,fp16_eager,108,40.088241,50.093071,5.86626
256,fp16_eager,109,38.686168,42.731652,3.495879
256,fp16_eager,110,39.590859,42.079169,2.872556
256,fp16_eager,111,39.580916,42.315898,2.92177
256,fp16_eager,112,38.921521,41.391959,1.966131
256,fp16_eager,113,38.240368,40.434133,1.925501
256,fp16_eager,114,39.862681,40.656256,1.96125
256,fp16_eager,115,37.700446,41.959132,2.454944
256,fp16_eager,116,38.958028,39.60667,2.052011
256,fp16_eager,117,38.384356,39.08978,2.092383
256,fp16_eager,118,38.004507,40.303372,2.201356
256,fp16_eager,119,39.380167,40.732585,1.902115
256,fp16_eager,120,39.196901,43.331245,3.064324
256,fp16_eager,121,40.750268,44.358741,2.055937
256,fp16_eager,122,39.972732,43.250901,2.181845
256,fp16_eager,123,38.609601,39.34403,1.60501
256,fp16_eager,124,39.174798,40.60681,1.898283
256,fp16_eager,125,39.951462,40.328974,2.349502
256,fp16_eager,126,38.351432,41.014767,2.25201
256,fp16_eager,127,37.766661,39.429451,1.710563
256,fp16_eager,128,39.834795,42.743361,3.429415
256,fp16_eager,129,40.14887,44.313801,3.670353
256,fp16_eager,130,37.282315,47.31934,5.203874
256,fp16_eager,131,38.085878,40.800402,1.572588
256,fp16_eager,132,37.070046,41.880042,2.67568
256,fp16_eager,133,38.401662,40.920215,2.212945
256,fp16_eager,134,39.149743,39.862637,2.322745
256,fp16_eager,135,38.49018,44.392353,3.942309
256,fp16_eager,136,37.502624,42.358914,2.508023
256,fp16_eager,137,38.728548,41.022359,2.443248
256,fp16_eager,138,38.904895,44.46839,3.911862
256,fp16_eager,139,37.822951,41.847229,2.414423
256,fp16_eager,140,39.681733,41.375765,2.641509
256,fp16_eager,141,38.619699,41.881591,2.94569
256,fp16_eager,142,39.948684,42.923199,2.745574
256,fp16_eager,143,39.740211,41.265698,2.415963
256,fp16_eager,144,39.20783,43.330757,3.396161
256,fp16_eager,145,38.208584,41.302209,2.527512
256,fp16_eager,146,38.354366,47.104155,5.344698
256,fp16_eager,147,37.668817,43.297809,3.681855
256,fp16_eager,148,38.428915,40.643586,2.712953
256,fp16_eager,149,40.510404,42.60497,2.756743
256,fp16_eager,150,37.761281,46.540942,4.883659
256,fp16_eager,151,38.883792,42.069806,2.876914
256,fp16_eager,152,38.380184,43.278001,2.756942
256,fp16_eager,153,38.278959,40.028581,1.865758
256,fp16_eager,154,38.966976,40.865748,2.64272
256,fp16_eager,155,38.394704,40.276457,1.846351
256,fp16_eager,156,39.674685,43.336286,3.640936
256,fp16_eager,157,36.986605,45.031219,4.161513
256,fp16_eager,158,40.386076,44.019047,3.25795
256,fp16_eager,159,40.225964,43.653338,3.267194
256,fp16_eager,160,38.913029,43.084534,3.395661
256,fp16_eager,161,38.651361,41.343475,2.894656
256,fp16_eager,162,38.133801,40.602126,2.160356
256,fp16_eager,163,37.886008,42.416103,3.45899
256,fp16_eager,164,38.840192,42.859975,3.223911
256,fp16_eager,165,38.737644,39.996614,2.328464
256,fp16_eager,166,38.117004,39.337024,1.953273
256,fp16_eager,167,39.474903,40.917375,2.677853
256,fp16_eager,168,38.238084,41.105779,2.093203
256,fp16_eager,169,38.139236,41.607962,2.582638
